,src_sent,pred_sent,reference_nlth,bleu_score
0,"""E será que todo aquele que ficar de resto da tua casa virá a inclinar-se diante dele, por uma moeda de prata e por um bocado de pão, e dirá: Rogo-te que me admitas a algum ministério sacerdotal, para que possa comer um pedaço de pão.""
","""Se todo o povo de Israel for feito a fim de prata e me prata a fim de algum pedaço de prata a fim de algum pedaço de prata a fim de tirar um pedaço de prata a fim de que um pedaço de comer um pedaço de comer um pedaço de comer um pedaço de comer um pedaço de pão.""
","""E todos os outros descendentes de você que, por acaso, ficarem com vida terão de se curvar diante do rei para pedir dinheiro e comida e implorarão para ajudar os sacerdotes, a fim de terem alguma coisa para comer.""
",2.1568402174221153
1,"""Depois, tomarás um carneiro, e Arão e seus filhos porão as mãos sobre a cabeça do carneiro,""
","""— Também um carneiro, e Arão e Arão e Arão e as mãos do seu carneiro,"" a fim de a cabeça dele.""
","""— Depois pegue um dos carneiros, e Arão e os seus filhos porão as mãos na cabeça dele.""
",20.284861347786237
2,"""E a fome era gravíssima na terra.""
","""Os fome era fome na terra.""
","""A fome continuava muito grande em Canaã.""
",5.396530161402381
3,"""Vós, todos os habitantes do mundo, e vós, os moradores da terra, quando se arvorar a bandeira nos montes, o vereis; e, quando se tocar a trombeta, o ouvireis.""
","""para que os moradores do mundo ficarão sabendo que os moradores de todos os moradores da terra e os moradores da terra o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, o trombeta, e o
","""Escutem, todos os povos do mundo, todos os moradores da terra! Vejam a bandeira que será levantada nas montanhas e ouçam o som da corneta.""
",3.3497684505729124
4,"""Até o seu amor, o seu ódio e a sua inveja já pereceram e já não têm parte alguma neste século, em coisa alguma do que se faz debaixo do sol.""
","""Mas, se a sua amor, o seu amor, e a sua inveja já se tornou inveja do que não há nada para inveja do que se faz com o seu povo.""
","""Os seus amores, os seus ódios, as suas paixões, tudo isso morreu com eles. Nunca mais tomarão parte naquilo que acontece neste mundo.""
",1.4988552732741942
5,"""os quais, por castigo, padecerão eterna perdição, ante a face do Senhor e a glória do seu poder,""
","""Foi por isso que ele tem feito por causa da sua casa, e a sua maneira não tem nada.""
","""Eles serão castigados com a destruição eterna e ficarão longe da presença do Senhor e do seu glorioso poder.""
",2.305089862656663
6,"""então, abre os ouvidos dos homens, e lhes sela a sua instrução,""
","""então e os seus próprios olhos serão mortos por causa dos seus próprios patrícios que têm com que as suas maldades.""
","""Deus fala aos nossos ouvidos, e os seus avisos nos enchem de medo.""
",5.154337627145953
7,"""Mas, nos profetas de Jerusalém, vejo uma coisa horrenda: cometem adultérios, e andam com falsidade, e esforçam as mãos dos malfeitores, para que não se convertam da sua maldade; eles têm-se tornado para mim como Sodoma, e os moradores dela, como Gomorra.""
","""Mas, nos profetas de Jerusalém, vejo uma coisa que vejo uma coisa que ele vejo uma coisa que não vejo uma coisa que não vejo uma coisa que não vejo as suas roupas e os seus moradores e os seus moradores não se revoltaram contra mim.”""
","""Mas vejo que os profetas de Jerusalém fazem pior ainda: cometem adultério, dizem mentiras, ajudam os outros a fazerem o mal, e assim ninguém para de fazer o que é errado. Para mim, todos eles são como a cidade de Sodoma, são tão maus como o povo de Gomorra.""
",2.5624930112405253
8,"""Assim diz o Senhor JEOVÁ: Um mal, eis que um só mal vem.""
","""O SENHOR Deus diz: — E faça o que o SENHOR Deus tem feito.""
","""O que o SENHOR Deus diz é isto: — Cairão sobre vocês desastres, um em cima do outro.""
",17.938349109548653
9,"""E os filhos de Jônatas foram Pelete e Zaza; estes foram os filhos de Jerameel.""
","""Abraão foi pai de Jônatas e Zaza; os filhos de Jerameel.""
","""e Jônatas foi pai de dois filhos: Pelete e Zaza. Todos esses foram descendentes de Jerameel.""
",19.101156890802756
10,"""Envie-te socorro desde o seu santuário e te sustenha desde Sião.""
","""Que ""Envie-te ""Envie-te desde o seu Templo e Sião.""
","""Que, do seu Templo, Deus lhe envie socorro, e que, do monte Sião, ele o ajude!""
",2.4868999960804
11,"""porque tinha curado a muitos, de tal maneira que todos quantos tinham algum mal se arrojavam sobre ele, para lhe tocarem.""
","""Pois tinha a muitos, de muitos, pois ele tinham feito a muitos, pois todos os outros tinham sido comprados de estrangeiros.""
","""Pois ele estava curando tanta gente, que todos os doentes se juntavam em volta dele para tocá-lo.""
",2.747455834215351
12,"""E ligaram-se entre si todos, para virem atacar Jerusalém e para os desviarem do seu intento.""
","""Ele se revoltou contra mim e atacar Jerusalém e para o seu povo.""
","""Aí se reuniram e combinaram que viriam juntos atacar Jerusalém e provocar confusão.""
",8.609583710384033
13,"""e dou-lhes a vida eterna, e nunca hão de perecer, e ninguém as arrebatará das minhas mãos.""
","""Ele dou-lhes a vida eterna, e nunca as suas riquezas e os seus descendentes.""
","""Eu lhes dou a vida eterna, e por isso elas nunca morrerão. Ninguém poderá arrancá-las da minha mão.""
",18.651785739928997
14,"""Melhor é a sabedoria do que as armas de guerra, mas um só pecador destrói muitos bens.""
","""Ele pode ter relações com sabedoria mas um grupo de famílias de estrangeiros.""
","""A sabedoria vale mais do que armas de guerra, mas uma decisão errada pode estragar os melhores planos.""
",2.445363479256276
